4,4,4,4,4,4,4,4,
69,25,25,69,69,69,25,25,
5248,145,145,5248,5248,5248,145,145,
1107697,769,769,1107697,,1107697,769,769,
,101793,1537,1107700,,1107700,29163,1294,
,,6913,22153989,,,701281,4969,
,,37633,,,,,25969,
,,197377,,,,,135169,
,,393985,,,,,269326,
