4,4,4,4,4,4,4,4,
69,25,25,69,69,69,25,25,
5248,1031,73,72,72,72,140,46,
1107697,21297,409,1429,15971,1429,1629,193,
,,,1177,1432,15974,1432,197732,502,
,,6553,28629,,,6553,28629,,,6553,28629,,28629,,2665,
,,18841,28632,,28632,,7582,
,,104857,572629,,572629,,42001,
,,301465,572632,,572632,,120646,
,,,11452629,,,,671161,
