0.002,0.002,0.002,0.002,0.004,0.002,0.002,0.002,
0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,
0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,
0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,
0.002,0.004,0.002,0.002,0.002,0.002,0.002,0.002,
0.004,0.064,0.002,0.002,0.002,0.002,0.002,0.002,
0.02,2.932,0.002,0.002,0.002,0.002,0.002,0.002,
0.156,,0.004,0.002,0.002,0.002,0.002,0.002,
1.648,,0.004,0.002,0.002,0.002,0.002,0.002,
17.592,,0.056,0.002,0.002,0.002,0.002,0.002,
,,0.228,0.002,0.002,0.002,0.002,0.002,
,,0.9,0.002,0.002,0.002,0.002,0.002,
,,3.616,0.002,0.002,0.002,0.002,0.002,
,,13.584,0.002,0.002,0.002,0.002,0.002,
,,,0.002,0.002,0.002,0.002,0.002,
,,,0.002,0.002,0.002,0.002,0.002,
,,,0.002,0.002,0.002,0.002,0.002,
,,,0.002,0.002,0.002,0.002,0.002,
,,,0.002,0.002,0.002,0.002,0.002,
,,,0.002,0.002,0.002,0.002,0.002,
