3,3,3,3,3,3,3,3,
19,19,9,5,5,5,5,5,
271,271,27,7,7,7,21,11,
7365,7365,81,9,9,9,273,29,
326011,326011,,243,11,11,11,7367,83,
21295783,,729,13,13,13,,245,
,,2187,15,15,15,,731,
,,6561,17,17,17,,2189,
,,19683,19,19,19,,6563,
,,59049,21,21,21,,19685,
,,177147,23,23,23,,59051,
,,,25,25,25,,177149,
,,,27,27,27,,,,,27,27,27,,,
,,,29,29,29,,,
,,,31,31,31,,,
,,,33,33,33,,,
,,,35,35,35,,,
,,,37,37,37,,,
,,,39,39,39,,,
,,,41,41,41,,,
